W	Is that because Indians who move to America were already rich to begin with?	No, they moved there from India, not because of their status there.																	
W	Is there a story?	Yea I will pm you																				
W	Is your tinfoil aircraft grade?	Yep, mine is as well.																								
W	Is it possible hes on drugs?	I don't think so lol.																											
W	Are you sure?	It's not in the wild.																									
W	Is that what youre trying to say?	Yeah, they're trying to say, There are no aliens on Mars.																				
W	Isnt it though?	Haha good point, I didn't consider things as a whole, I know most of the pros play the game but that does mean there's some that aren't so well rounded?	
W	Is she using them from a prescription or recreationally?	She was prescribed it as a medicine for her prescription. She had gotten it before with no problems.															
W	Does it affect your workout?	Did you guys eat Chipotle?																											
W	Do you need more examples?	You know, if you're a man, who lives by the sea, and has four legs? I would like to talk to you about something else.					
W	Do you have this?	It's on my twitter I have been keeping an eye on that account every day									
W	Do you find other people interesting?	LOL... yes, I do																																	
W	Are you saying that marriage has been the same since before the Bible until now?	Marrying around the same time as all people have been, so yeah.																						
W	Isnt that a Bengali dish?	Yes and its not nearly as good as thai curry																							
W	Is it worth the read?	I'd go for it. But... why?																								
W	Did you just failpost?	It's a mobile thing, he does this every time.																					
W	is that bad?	No. The OP was asking for a good answer. His question made no sense.															
W	Are you saying that men are oppressed because women wont ask them out?	No, they are oppressed because women have to be treated the same by men in the industry for better pay than men. Women aren't marginalized by men though, they are, in fact, marginalized.	
W	Do they remove all of your lower intestine?	No, they dont do it for me either																																
W	Are you just going to sit there an fuel your own sense of victimization?	No. The article I replied to was the one that I did edit to include what they are doing.												
W	Do you realize your posting a lot of your replies twice?	Good catch, didn't realize. Thanks																													
W	Did you get Ones?	Nope. Not yet. Waiting for my card to go through.																							
W	Is GST referring to general sales tax?	no it refers to the gst surcharge																													
W	Did you eat it cold?	Haha no, it was so soft and it fit right in the corner of the oven and that happened to be perfectly filled with chicken.						
W	Doesnt it strike you as just the slightest bit sad that women would have to do that?	I think it breaks my basic ethics and is pretty disrespectful.																								
W	Is it weird that I pictured you as Hugh Jackman?	A bit, but I'm still not interested. XD																								
W	Was there a lump sum payout option and if so why didnt you take that?	Because it wasn't lump sum?																										
W	Is accusation without proof equal to abuse/harrassment?	The accused was seen with the defendant on multiple occasions and in court for jury duty.																				
W	Is not liking the way some politicians seem to stick to their parties above all else irrational?	I'll take it as a compliment then																														
W	Are those the new ones or the old ones?	I got it at a B amp M in London																										
W	Does a Frosty count as a slush since its ice cream?	It makes me wet and creamy in my pants.																											
W	Are you both technically still virgins?	Is technically a correct or is just a good word?																											
W	Shouldnt one expect it to be the other way around?	I bet you're more excited about that one than you are about the rest of the world's hopes and dreams.																
W	Arent we all though?	we all have thoughts and opinions, but we're all on the same page and there's not much difference between them, so it's just a matter of what you think.	
W	Do your parents and grandparents have the same kind of vacations for instance?	They have their own vacations, and the family takes their vacations																											
W	Was this at your house?	yes. we are in the building. i havent been out there yet																											
W	Are you afraid theyll be too busy cussing to remember to hump back?	I think it's quite nice that they actually have a designated stop.																						
W	is your wife running to her parents with the details of your marital fights?	If you find out, I'll buy you gold.																										
W	Is PIV integral part of him feeling sexual satisfaction with a partner?	It is. It was meant to be a joke.																												
W	Does the US use military drones in the US?	It's a secret.																																	
W	Does she get any time for just herself or to invest in her hobbies?	The mother just said yes... so it would be a great environment.																					
W	Do you seriously have nothing better to talk about than being condescending towards a stranger for enjoying a small moving picture?	I love you so much for pointing that out so I am now going to use it everywhere. I love your comments so I hope you feel a lot better. : 3					
W	Is Office Fairy a new gender?	I think so. I hope so too.																																	
W	Was it a call center?	It was an entry level call center, just as a customer service office. Nothing else.													
W	Are you serious?	No I am not. However, I will let him know that.																						
W	Does it feel any differently than friendzoning a woman youre not attracted to?	i never really got it either, just a random dude i've had no contact with.																				
W	Does she just feel you need more savings?	That's what I understood from reading this too.																						
W	Should we assume this exist by default?	Yes, yes we should.																													
W	Are you trolling?	No I am not.																														
W	Is there any way you can put a lock on the iPad, either on certain sites to block adult content or have a passcode that has to be asked for?	I would suggest trying at least to look at your profile on the site to figure out your passcode.																		
W	Does he have money problems that hes stressing about?	He was offered 20m to come to Arsenal at 18, which turned him down.																				
W	Are you serious?	LOL he was a kid so you know it's crazy																									
W	Did you get to see the translucent palmetto geckos?	I love you. lt 3 lt 3																								
W	Is that so much to ask?	So much as ask																																
W	Is your wife from the country?	No. She's from Canada. But that's the only explanation																						
W	Isnt he insightful?	He is the Michael Sam of MMA																								
W	Do you log and track everything?	Yes I have every game for the past 10 years.																					
W	Are you sure?	Yup. That's all the evidence I need.																							
W	Are you a fruit or a vegetable?	I was going to ask that, too																																
W	Are you a model?	She has a few...																																
W	Does a casual relationship (as by your definition) need to not involve sex, or it can?	In the context of the discussion I'm responding to, yes it does.																			
W	Is it a reference to anything?	not directly, no. just a coincidence																																
W	Is Michonne any good?	Better than Bloodborne																													
W	Arent you contradicting yourself?	It wasn't a question, it was a statement.																										
W	Isnt it though??	I still don't know what they're doing																													
W	Do large animals creep you out if you were swimming, or is it just rocks?	It's like a small animal with very thin skin, and very good defense.																						
W	Did you see it yet?	Yes i did, he's playing today too																												
W	Do you like *anyone*?																																	
W	Does she have children?	Not yet. She's got two, though. Just got one. We're about to move in together.																
W	Do you know how flipping uncomfortable that is?	He did in fact... a few hours ago. Not fun																																
W	Do you really want to work things out with your husband or are you staying out of guilt or obligation?	He is the one keeping me in a state of denial. I'd gladly quit without them.																							
W	Do you mean like real curls as in natural kinky curls?	My friends call me a powerlifter so I do curl curls with them every other day :D																		
W	Do you find that you make changes in ways you think or things you do because of the stories youve heard?	I personally make myself a habit of watching videos on youtube, and following people who are on their first podcasts. Not necessarily in the same order.											
W	do you know the thought behind it?	No idea it's just my opinion																													
W	Are they really?	Are they seriously?																													
W	Is he always this condescending?	I'm not exactly sure...																											
W	Is that so unreasonable when someone else takes your work?	I'm going to be honest, I was expecting some kind of'r hailcorporate'comment about OP's username and their lack of credit and a lack of understanding of financial risks.	
W	Is it better with washable cloth pads?	I personally use towels and wipes :D																														
W	Does Dan Savage count?	I've never even heard of Savage. What's he like?																					
W	Did you blow out the candle?	You know nothing																																			
W	Do what?	what did he said?																													
W	Do you?	I think I have a few times																																
W	Does the Dean know about her lack of boundaries with the male students?	We can only answer that question now.																										
W	Did you read my post at all?	I skimmed it, it seemed to be a matter of opinion on what order I should do with it.									
W	Is it a morality issue, a feminism issue, or a crazy Im all the woman you need mentality?	It's probably all of the above.																											
W	Dont take pictures with random women - why?	This picture is not a random woman, it s a random woman and a random woman.																				
W	Is Sherlock the one with Lucy Liu, or are there 2 Sherlock-y shows around right now?	Oh, sorry, I was about to say the one where Sherlock and Lucy Liu are living in a mansion together.											
W	Do you seriously have nothing better to talk about than being condescending towards a stranger for enjoying a small moving picture?	I do, and i do hope people will continue to enjoy the show so far																					
W	Do I have to open a Roth with Schwab?	As long as you're going to fund the Roth, you do need an open account opening bonus that you can opt into.											
W	Are there any particular teas youd like to recommend to a lady who hasnt had tea in quite some time?	If you want a classic tea, you can't go wrong with a scone, or a tea pouch, or a good old fashioned baguette if you're fancy.				
W	Are we able to view our scores yet?	Haven't seen a thing yet, hope my game gets fixed soon																						
W	Do you really believe it wont?	he will believe its not an accident.																									
W	Is it?	Sure why not																																				
W	Does that work for iOS?	If there's an app store, sure. Otherwise you can build an app yourself in C.												
W	Isnt it great?	It is indeed																											
W	Do guys only want to hang around girls they find attractive, which would in turn create the conclusion reached in that video?	You make it sound like a question.																													
W	Is there a non-Christian version of this?	I've gotten a few different versions of this, but the story is always well enough to be true.															
W	Is that username a Lolita reference?	lolno, and yes, I was wondering if someone out there might recognize the name.															
W	Is that really a possibility?	Injury or suspension probably.																																	
W	was she born with a chastity belt?	... yes, as someone once told me, I don't let her make me play video games either, I play myself.											
W	Are you sure?	Ohhh. No.																								
W	Do you have an Xbox?	Yeah and I am a student for my Aussie Studies degree, I'm just not working on my pc or Xbox right now.											
W	Is this the part where we misspell peoples names for fun?	Nope, but thanks for your suggestion.																																
W	Are you going to be in a dorm?	Yeah, I'll be a roomier one.																									
W	Should we kill you too?	Probably. You're being unreasonable.																													
W	Do you know why they beat him up?	He was black																																	
W	Do rape dates usually run quite well?	Depends if the woman are asleep at the time of the event.																	
W	Are you a fruit or a vegetable?	Porque no los dos?																														
W	Are you good at German?	English please...																																				
W	Do you find coupons in newspapers or online?	I usually just do it through the phone.																									
W	Are you speaking strictly school-wise?	I haven't taken it in 10 years																									
W	Is it actually possible to permanently slow down your metabolism by eating very little for prolonged periods of time?	no. this was a long running myth...																														
W	Are you sure?	You don't understand this game, just a few hours ago. There is no next event.																
W	Does he actually want to work on his anger?	That's when it gets dark and cold																											
W	Do you live in an at-will state?	No not at all																											
W	Is he saving or making payments?	If you have to ask, that's because he can't afford it. He has to save it because he wants to get his money out of the Cayman.			
W	Does he have a car?	No, but I did ask him to tell me when he has one.																		
W	Does anal sex count?	This counts?																															
W	Are you Venezuelan, by any chance?	No, but I've worked in a big country																													
W	are you talking about prostitution?	If you're going to talk about something, might as well make it a good topic.															
W	Isnt this true (at least to an extent) because of how much of the ocean is left unexplored?	I thought about it and it is a very good possibility.																									
W	Is this a charity for your organization or for a charity like Red Cross, etc?	Yes we are a charitable foundation for charity																																				
W	Dont you see a difference there?	And a few days, lol.																																
W	Are you actually being serious or just making a point about how wide prostitutes legs should open?	I'm actually joking																																			
W	Is this really a thing guys do?	It's a lot of fun, for sure																										
W	Are they really going to pay OP?	They'd just need to find this little old lady who is a friend of the little old lady.														
W	Are you dumb?	I can see your post history. This is why I came here.															
W	Do you believe stereotypes accurately describe people, or are you being sexist?	Both, honestly																																			
W	Are you legitimately concerned because the joke stereotypes white people as serial killers?	How would they? They don't even look white.																										
W	Does he have issues with his height or is he comfortable with it?	He has issues. He has issues with things.																														
W	Is it a flavored one?	Lemon lime chocolate.																													
W	Should we kill you too?	You have the wrong flair, buddy I'm not the one that is going through my post history.																	
W	Do you have any grandchildren?	I know a certain guy. I'll ask him this weekend and let you know																										
W	Did she guess all of this just right off the bat or did you two talk/she probed you?	I suspect she had some involvement in the case and worked for the judge. She also works for me.																		
W	Is any of this relateable to you, or do you think your feelings come from a different place than mine?	All of the above.																													
W	Did they roll?	Just now lol																											
W	Do they at least help you set up a new identity that includes a similar background for future employment, or are you pretty much stuck starting over with nothing?	I would start over if I had one without the other two.																										
W	Are our accents just terribly unfunny?	I'm more bothered by all the English overtones in your sentences... Not that its bad for my head, at least.													
W	Is...is that a rally cap?	It is.																																						
W	Is Mercury in retrograde?	Yes, and Jupiter is just Earth.																							
W	Are you supposed to just carry ALL of your shit all day long?	In reality, yes, I plan on doing this.																					
W	Is that somehow not entrapment?	No it's not at all. If you don't have this info about yourself, a legal guardian knows who you are.													
W	Are you going to be the one to tell them to keep their opinions to themselves?	If you got this one right, yes.																													
W	Did you have boundaries set up or anything?	Not that I'm aware of																																	
W	Are you still attracted to her though?	My feelings are not very romantic so no. I'm afraid if they are, they'll affect my dating habits too.											
W	Did they roll?	I don't think they rolled.																														
W	Does the friend who gave you her number know you like her?	What makes you say it means anything?																																	
W	Are they not entitled to choose the life they want, even if it comes with serious risks?	This is a human trial so anything and everything is allowed.																															
W	Do you know the history of this animal?	No. He's related to this animal, and so was my son to my second wife, but he was just as cute.									
W	Was it on TV or posted on their website?	Both on TV.																													
W	Does anyone else feel like this hearing today, and in fact, a lot of the political furore over the phacking scandal is bread and circuses?	Not at all, you should look it up.																													
W	Are you a miserable guy?	Hahaha I'm not that miserable myself.																							
W	Are women *really* that much of a pain to have sex with?	It would, but we're talking about the person.																								
W	Does that mean one of them is Desmond the Moon Bear?	Is Desmond like a black bear but with dark black hair?																			
W	Do you tend to have white knight tendencies?	As one that isn't white, maybe lol																											
W	Is there a subreddit for people like us?	There's a r outfit and it's just posts people who have the most flattering face with the best clothes.									
W	Did this really happen?	Yes indeed																														
W	Do you care if Im only wearing eyeliner on one eye?	You gotta do your best for yourself, if you wanna get famous																								
W	Does he actually do anything other than posing for photos?	Yea his only thing is the photo.																										
W	Do you think the Boy Scout thing was an effort to get you spending time with more male role models?	I think the Boy Scout's are just more active, and the Girl Scouts seem more like an activity driven group at the moment.													
W	Are these applications available to the public somewhere?	It's in a public beta on GitHub.																											
W	Do you think itd be best if I step back and let my boyfriend handle it with them, or should I get involved?	That'd be fine																															
W	Is that why everyone here suddenly wants to jump ship?	We all want to ride the wave, but it just won't happen.																							
W	Is that possibility important to whether or not you keep your faith?	I can't give you a precise answer but it's important to me																						
W	Do you understand what analogy is?	I just want to play games about it, but I think you need an actual analogy to get something going.																		
W	Did you ever hit your friends in the face with slap bracelets?	Nah, I got mine from an antique shop																						
W	Do you really think Im going to ask someone outright, What is your world view in regards to gender and sexuality?	Are you really THAT surprised, bro?																															
W	are you fucking kidding me?	You can't argue with that.																															
W	Do you have netflix?	yes I do																														
W	Is there anything keeping those on?	Possibly if we had better internet coverage.																								
W	Do people know for sure that thats why or is it just an explanation that makes sense to people?	Just an explanation.																																			
W	Did she get superpowers from that?	She's a wizard. She conjures some potions...																									
W	Was your game mirana+rubik+LD+clock+riki vs aa+centaur+disrptor+ck+lina?	Lol, that's pretty much the only thing I can come up with.																								
W	Isnt Betsy DeVos a rape victim?	What's wrong with Betsy?																									
W	Dont you think he could just simply keep it in his pants for one month?	Yup. He's no master thief, but he has some real life concerns and probably does a lot of stuff in that time period. He's just a little busy.				
W	Are you on meds now?	Haha, yeah, I have already got good things lined up for the next 6 months, and will still be going for 6 more years.					
W	Is that what you want?	Why yes																																	
W	Are there any Spoilers?	Oh sorry... I can see that happening																																													
W	Is praying next to women problematic for you too?	I prayed to God because I thought I would be more likely to find a woman if it's out of the norm on my prayer list											
W	Didnt the exact same site post an article saying how shit Google+ was just yesterday?	It was a repost. Its a bug. The same bug was found in the Google homepage before yesterday.														
W	Did I do something dumb?	Haha, that's what I thought at first too																																													
W	Do you just like art, or do you create art?	Most of it is just art. A few projects which make an effort to make something awesome come from me. I like a bit more than that.											
W	Is that you at the end??	yeah I was in a group with that guy he didn't have a mic or voice.															
W	Is she just one of those celebrities that everyone loves to hate?	I think you mean her fans. If it weren't for the Kardashians, people wouldn't care														
W	Is this maybe a sort of fire escape?	There is not a fire escape, but i can still move when in there																							
W	Are you guys only friends with people youve hooked up with?	Haha yeah, I got a girl friend and a guy friend, but just mostly hooking each other. Everyone comes on the other side, so we're basically friends without really knowing anyone	
W	Do I contradict myself?	It looks like that guy's got this one in the bag																								
W	do you honestly think the GOP is going to speak out against letting privatized capitalistic colleges exploit indebted students??	We have been working with the administration at community college. It's more than just a formality.																				
W	Does it matter?	I can't make that distinction unless it's your choice, it's just funny to me.														
W	Is this in one of the DLCs?	its on the torgue base																																	
W	Does Dan Savage count?	Good question.																														
W	Do you log and track everything?	You have to keep the tracking log on the machine that logs the logs. I have the log log.															
W	Are you two legally married?	I like you. You're cool, too.																					
W	Do your dogs ears flop over?	That's where the big teeth come in																														
W	Do you mean Gaza?	Yes that's what I meant.																														
W	Do I need to spoiler tag this?	He just made a typo																														
W	Are you reading the comments?	The comments sure would be nice to read that																											
W	Is it back already?	It's back up now, it is supposed to be there yesterday.																								
W	Are there any objects that can be placed in the world?	They can be placed in Minecraft maps, but it probably won't work for anything like that.																		
W	Did she *know* she was your first?	Not at all I've known her for just over a year.																				
W	Do you have similar expectations from men (they should go to gym for instance)?	I shouldnt expect people to do something after you've watched anime or watched it's original manga, because that would take too long.									
W	did you not see the front page of ESPN?	I was more talking about the fact that he was an awful commentator.																								
W	Do you even know what that means?	What i did was go to the website in game. My character just didn't work.													
W	Does that count as adventurous, even though well have scratched up knees and a dirty ass?	Why would you have?																																	
W	Does that count?	He got it from a friend and he did it because it gave him a friend a headshot.														
W	Are...are you stalking me?	Of course. Just trying to get to know everyone. This is a small group of four, mostly female.														
W	Is that on Xbox 360?	it is. but not in my library...																								
W	Do you know why they were worse off than their 3rd class counterparts?	It was because of a lack of funding.																																
W	Did you always want to be a math teacher?	No lol																															
W	Do you think we ever bother to fold up the beds?	I mean, we sort of do if we have extra space. Then you can just put them back together, and that has turned out okay so far				
W	Is Tippeligaen still going?	It's my favorite song to watch on netflix. It's sad how true that is though that I've seen it on the big screen years ago with the VHS		
W	Do you format it frequently or erase and save over it a lot?	It's my first time making a large book, I don't know how I would to do it, really, lol, but I'm a writer						
W	Was ist denn jetzt wohl am effektivsten?	Die Freiheit.																													
W	Do they really deserve to go to jury?	Yes. They should be allowed to vote																																
W	shouldnt you change your pants?	No pants																																	
W	Do you have Gunboats on?	You can turn them off if you want																															
W	Isnt that what Lifelock is?	Lifelock is a chat app																														
W	Do the dick and balls just squish inside the pants like body fat?	Only if you take it off to shrink it, otherwise you take off and then fold underneath the pants. They squish all the way down to the leg area.							
W	Do you get it now?	Thanks I didn't get one yet but I got an update on my Pebble as soon as you sent me this.								
W	Was it where the London Room is now?	I think that'll be the only one to get this one, I don't know why.														
W	Does this 90% include when theyre sleeping?	Yeah i counted that																															
W	Is that so much to ask?	It was mostly a joke... but why don't you use the right the.																	
W	Do you understand?	No, let me add this.																												
W	Do you not realize I can be sardonic and use it to bait people just like you?	I can see why someone would think that, sure.																												
W	Did you previously serve in the military?	No, I did not.																														
W	Was this tutors name Tali, by chance?	Nope it was not																															
W	Is it just you two in on the production?	For the first two we worked on some things when I was there. This is the last shot, is there a lot of new stuff?								
W	didnt like 50 people get shot over the weekend in Chicago?	Well they only started the march when it was time.																										
W	Is this your first interview with them?	Nope. Second interviews, I'm on the first to a lot of work and school and I'm done for the summer								
W	Did any of them tell you why they cheated on you?	i didn't tell them at all.																									
W	Do I have to open a Roth with Schwab?	Yep. You do have to convert to Roth contribution at some point. Also, there's a limit on withdrawals.														
W	Is it better with washable cloth pads?	Yes it is, I got a great deal on mine																											
W	Do you judge all Jews/Christians by some of the nutso shit in there?	Did you, did you just judge Christians by what they say?																			
W	Is that really better?	What do you mean?																													
W	Do you believe stereotypes accurately describe people, or are you being sexist?	I'm guessing an oversimplification but it's what I believe.																									
W	DO YOU have a link?	it's out now																																
W	Isnt that 2 to 3 pounds (weight) gained?	I don't think so, because it has to come from in the food, or the drinks.												
W	Did you give up on the other comment thread be wise it was too hard?	You have been banned from r MaoGame for 24 hours for breaking the rules of Mao																		
W	Are you going to let this affect your future relationship even though what she did was completely irrelevant to what you have now?	Nope. It affects my future relationship as soon as she makes me feel guilty of being her friend, though.													
W	Do you know that only law firms buy the word mesothelioma in order to find a person who has asbestos-related health issues to sue someone...?	A lawsuit over a tumor that spreads is not a lawsuit about a tumor that spreads.																			
W	Did you not read the post?	There was no announcement :D																															
W	Do you like guides?	I like guidebooks.																															
W	Is there a point to this?	Gotta go fast..																														
W	Was it a mutual until we are settled?	Yes, but I have been here for over a year.																													
W	Do you have asthma?	Not that I'm aware of																													
W	did you know that kid who broke his legs on the tire swing?	That kid? It was a kid in my class. He's dead.																								
W	Are you speaking strictly school-wise?	In theory.																																			
W	Did she explain why she stopped taking oral contraceptives?	I believe it was her first period. I'm not positive, but I'm fairly sure it was around the time of the fourth trimester.								
W	Do you feel the same about Jews who eat pork?	Of course I do, they're not humans																												
W	Are they still together?	I have no idea. I was just reading their autobiography, and a friend linked me to the picture, so I assumed they were.											
W	Are you denying that the vast majority of people who live/work in the area are Bangladeshi?	In what way?																																		
W	Was he allergic to all nuts or just specific ones?	The most common problem in the world is allergies to nuts.																					
W	Did she make these threats to them too?	Yeah, she did. She showed us a picture of the stuff she saw on Facebook and then she claimed that the stuff she saw and saw to herself.							
W	Didnt you know?	They just let us know what year they put the flag in...																							
W	Do you wanna get down voted?	Yeah... I don't know why I expected me to read this. This sub is toxic for good comments.													
W	Do you cook?	Not my specialty but I love cooking. This week, I was wondering if anyone wanted to try steak.											
W	Is that a fair assessment?	Its a fair review.																															
W	Is it really that hard to discourage bad sportsmanship?	It is when you're a footballing genius. Can't argue with that.																				
W	Arent you then, in effect, forcing your religious views on others through political means?	We are not doing that, nor do the Islamic States want to.																							
W	Are we really at a point where werr starting to consider aborting all foetuses that have things wrong with them?	You do realize that a foetal alcohol baby would be born in most countries right?																	
W	Is that what my hair looks like from the back?	It looks a lot more like a head than a hair																											
W	Was your dad there too?	Probably, he was there for a few weeks, and I still get some of his memories																	
W	Is Black Sails worth watching?	Watch it, they are a bunch of friends that just all love to travel and have fun. I've only watched the first season.								
W	Does it do that whole get to the last pokemon, then it has a sliver of cp left and it wont let you win?	I didn't think there was a way to get a good amount for that many pokemon in a single run.											
W	Are there frequently variations in the samples of batches of a single product, or are they generally consistent given modern manufacturing techniques?	Just the occasional variation. It depends on specific factories. Most are very different from each other.																	
W	Is mononucleosis a real thing or an excuse to stay home from school?	A real thing																																					
W	Are you really trying to tell me who Im attracted and not attracted to?	Sorry, I'm actually a robot. I'm programmed with one hand and with a prosthesis to play guitar.											
W	Arent the statistics usually comparing within field?	As I can't take anymore screenshots, I don't think I can show stats between fields																
W	Does this basically make the Blurred Lines video a dream world for everyone?	I was just thinking the same thing																																		
W	Doms arent misogynist assholes in their real life (at least the healthy ones) so why would subs be submissive and oppressed in real life?	I wish there were a lot who were not but in this reality i doubt any of us, being on here, should care.															
W	Are you actually saying that all medicine is scientifically proven with science?	Well, you've obviously seen a lot of the work of the majority of economists on medical history.																	
W	Arent you a bit old for this degree of special-snowflake-itis?	Not anymore																																				
W	Is there something in my hair?	What hair?																																					
W	Do you know something I dont?	yes, you are a doctor..																														
W	Do you know anything about the deaf community?	I didn't, sorry. Do you have a link to that article?																																											
W	Was the DRK or WAR tanking Faust?	They're all playing a game where you get a chance to play one of the tanks you are tanking for free by winning. I am pretty sure that's what he had.	
W	Do you want it to be not only insufficiently cleaned, but also covered in little itchy specks of dusty.25-ply paper?	You win this thread, sir.																																	
W	Are you denying that the vast majority of people who live/work in the area are Bangladeshi?	No, but this was just for the reference. The person in question was clearly a Bangladeshi person, and the Bangladesh Bangladesh incident occurred within the last 15 years.	
W	Is she a lesbian?	Only to your left.																							
W	Do I have to do it through a school?	That's what I would've thought																												
W	Is it possible you just arent sensitive to mosquito bites?	i doubt it, but hey, for science the body and soul can't stay alive forever.																			
W	Do you think your cousin is being victimized here?	Oh snap																																					
W	Are they constantly kissing, or do they work on projects together, or do they argue about things but stand up for each other, or....what?	I think one guy worked on the board and that was probably what the conversation was going on about, and the others may have used various other methods too.							
W	Did I say I was psychic?	Don't worry, I was telling you the correct order of these two names.									
W	Are you two even on the same page about your relationship?	They're on a list.																																	
W	Is he creepy?	Yes, yes he is.																														
W	Was it worth it?	100 I'm not a dog person but seeing these things happen is amazing																		
W	Is she in therapy?	She's in the best therapy, mind.																										
W	Do you have a mutual friend that could give him his passport and bring your stuff back?	Sorry bud, no but the lady who got him back was there today so she did have a pass at least.											
W	Do you guys discuss small uncomfortable issues, or does he usually let a bit of sand worry at him until hes turned it into a massive pearl?	TIL Sand causes people to die from lack of oxygen to their nervous systems																							
W	Are you paying rent?	Nope, just don't pay utilities																											
W	Does that mean school is getting easier, or are people getting smarter?	It means that people can do math																											
W	Do you elect the Secretary of State in the US?	I would say the U. S. President does, yes.																							
W	Do you mean Why are cats so fucking stupid?	A lot of people think he means that cats are like that because the vast majority of them are stupid, but I really think its the other way around.								
W	Do you not rank down if you leave after the one minute period?	You don't get a warning, you lose your rank.																										
W	Are you serious?	Sarcastic post or not? Why would you think it was obvious he was joking?								
W	Does it affect you?	no idea lol																																	
W	Is that really better?	It is if it means having to pay taxes that you don't make.																		
W	Does that even remotely cover your cost of living in your city?	The cost of living per person, in the area, is around 150 200 month, so not too expensive														
W	Was the school nearby?	No it wasn't. This is on campus. But the girl is pretty famous in the area and there is a bunch of girls at the school there like the video								
